# omega0=1, alpha=0.25
# theta0=0.5, theta_dot0=0
# t_start=0, t_end=50, h=0.00911928
#   t          x(t)                 v(t)       
2.790500296076843e+01 -1.086148245440441e-02 -9.342305704546673e-03
2.799619578090166e+01 -1.165783905917645e-02 -8.115587854102605e-03
2.808738860103489e+01 -1.234046279242069e-02 -6.849844546721272e-03
2.817858142116812e+01 -1.290630894973558e-02 -5.556354977383506e-03
2.826977424130135e+01 -1.335336090786568e-02 -4.246371841910069e-03
2.836096706143458e+01 -1.368062350041717e-02 -2.931029506836113e-03
2.845215988156781e+01 -1.388810815352439e-02 -1.621255235521022e-03
2.854335270170104e+01 -1.397681009044596e-02 -3.276841270999218e-04
2.863454552183427e+01 -1.394867797188819e-02 9.394216209178958e-04
2.872573834196750e+01 -1.380657639232605e-02 2.170248565036404e-03
2.881693116210073e+01 -1.355424170140830e-02 3.355502474378187e-03
2.890812398223396e+01 -1.319623166342740e-02 4.486472942032803e-03
2.899931680236719e+01 -1.273786950658029e-02 5.555091753200247e-03
2.909050962250042e+01 -1.218518294716145e-02 6.553984673488451e-03
2.918170244263365e+01 -1.154483880177258e-02 7.476516381360702e-03
2.927289526276688e+01 -1.082407382300286e-02 8.316828330246667e-03
2.936408808290011e+01 -1.003062241077003e-02 9.069869387779903e-03
2.945528090303334e+01 -9.172641862597409e-03 9.731419161553066e-03
2.954647372316657e+01 -8.258635831557577e-03 1.029810398223432e-02
2.963766654329980e+01 -7.297376660503715e-03 1.076740557540835e-02
2.972885936343303e+01 -6.297827255641326e-03 1.113766251263540e-02
2.982005218356626e+01 -5.269063151612722e-03 1.140806458950984e-02
2.991124500369950e+01 -4.220195404263295e-03 1.157864033350032e-02
3.000243782383273e+01 -3.160294926360013e-03 1.165023789663743e-02
3.009363064396596e+01 -2.098318856005913e-03 1.162449963727051e-02
3.018482346409919e+01 -1.043039517642076e-03 1.150383074076182e-02
3.027601628423242e+01 -2.976501687314609e-06 1.129136227077274e-02
3.036720910436565e+01 1.013667648598399e-03 1.099090908041522e-02
3.045840192449888e+01 1.999067695135041e-03 1.060692304572806e-02
3.054959474463211e+01 2.945831503546807e-03 1.014444211247704e-02
3.064078756476534e+01 3.847051023702836e-03 9.609035671010542e-03
3.073198038489857e+01 4.696348141623194e-03 9.006746792719419e-03
3.082317320503180e+01 5.487915141424055e-03 8.344031875501749e-03
3.091436602516503e+01 6.216549566337918e-03 7.627698254520103e-03
3.100555884529826e+01 6.877683318792399e-03 6.864840338515890e-03
3.109675166543149e+01 7.467405890621382e-03 6.062774831113436e-03
3.118794448556472e+01 7.982481665282820e-03 5.228975591051686e-03
3.127913730569795e+01 8.420361284051088e-03 4.371008675308824e-03
3.137033012583118e+01 8.779187117140186e-03 3.496468094853373e-03
3.146152294596441e+01 9.057792928219496e-03 2.612912794512112e-03
3.155271576609764e+01 9.255697866453187e-03 1.727805346461764e-03
3.164390858623087e+01 9.373094963699109e-03 8.484528214177800e-04
3.173510140636410e+01 9.410834355542949e-03 -1.804972698541451e-05
3.182629422649733e+01 9.370401483145423e-03 -8.648727605369333e-04
3.191748704663056e+01 9.253890568201511e-03 -1.685502367343429e-03
3.200867986676379e+01 9.063973685437252e-03 -2.473786651194431e-03
3.209987268689702e+01 8.803865785818519e-03 -3.223978103253807e-03
3.219106550703025e+01 8.477286048864068e-03 -3.930771699375721e-03
3.228225832716348e+01 8.088415964020242e-03 -4.589338506959694e-03
3.237345114729671e+01 7.641854558875174e-03 -5.195354626711930e-03
3.246464396742994e+01 7.142571206005139e-03 -5.745025336633669e-03
3.255583678756317e+01 6.595856450424566e-03 -6.235104347678345e-03
3.264702960769640e+01 6.007271305953855e-03 -6.662908122477182e-03
3.273822242782963e+01 5.382595471355429e-03 -7.026325250001639e-03
3.282941524796286e+01 4.727774915877427e-03 -7.323820909690771e-03
3.292060806809609e+01 4.048869278974505e-03 -7.554436498110956e-03
3.301180088822932e+01 3.351999520561928e-03 -7.717784529333685e-03
3.310299370836255e+01 2.643296246345662e-03 -7.814038956627254e-03
3.319418652849578e+01 1.928849117725488e-03 -7.843921097489092e-03
3.328537934862901e+01 1.214657737682594e-03 -7.808681376245611e-03
3.337657216876224e+01 5.065843831516164e-04 -7.710077128185834e-03
3.346776498889547e+01 -1.896910691263150e-04 -7.550346736268573e-03
3.355895780902870e+01 -8.687137021168330e-04 -7.332180395672403e-03
3.365015062916194e+01 -1.525293310137173e-03 -7.058687822693626e-03
3.374134344929517e+01 -2.154541079111277e-03 -6.733363242621254e-03
3.383253626942840e+01 -2.751902963134673e-03 -6.360048006141998e-03
3.392372908956163e+01 -3.313189557482274e-03 -5.942891195497031e-03
3.401492190969486e+01 -3.834602301540545e-03 -5.486308590001710e-03
3.410611472982809e+01 -4.312755879109485e-03 -4.994940365656934e-03
3.419730754996132e+01 -4.744696717802617e-03 -4.473607905463082e-03
3.428850037009455e+01 -5.127917523582486e-03 -3.927270095760271e-03
3.437969319022778e+01 -5.460367820519933e-03 -3.360979479553420e-03
3.447088601036101e+01 -5.740460499382110e-03 -2.779838630453565e-03
3.456207883049424e+01 -5.967074411372782e-03 -2.188957100715838e-03
3.465327165062747e+01 -6.139553075018522e-03 -1.593409284036874e-03
3.474446447076070e+01 -6.257699594580636e-03 -9.981935184646359e-04
3.483565729089393e+01 -6.321767917256076e-03 -4.081927371607279e-04
3.492685011102716e+01 -6.332450583610657e-03 1.718630449592420e-04
3.501804293116039e+01 -6.290863150982115e-03 7.374321422861319e-04
3.510923575129362e+01 -6.198525492836926e-03 1.284194264131778e-03
3.520042857142685e+01 -6.057340198121046e-03 1.808081016468526e-03
3.529162139156008e+01 -5.869568313389933e-03 2.305303647294728e-03
3.538281421169331e+01 -5.637802686837366e-03 2.772377870034875e-03
3.547400703182654e+01 -5.364939187187362e-03 3.206145627032299e-03
3.556519985195977e+01 -5.054146081712011e-03 3.603793683346681e-03
3.565639267209300e+01 -4.708831866355021e-03 3.962868969492495e-03
3.574758549222623e+01 -4.332611847062323e-03 4.281290620214933e-03
3.583877831235946e+01 -3.929273774954204e-03 4.557358684667829e-03
3.592997113249269e+01 -3.502742838946127e-03 4.789759511209672e-03
3.602116395262592e+01 -3.057046317885407e-03 4.977567837252280e-03
3.611235677275915e+01 -2.596278190285648e-03 5.120245640973502e-03
3.620354959289238e+01 -2.124563993396196e-03 5.217637837041819e-03
3.629474241302561e+01 -1.646026214743206e-03 5.269964922610356e-03
3.638593523315884e+01 -1.164750488542344e-03 5.277812702546163e-03
3.647712805329207e+01 -6.847528566456565e-04 5.242119244008935e-03
